אול מאונטיין
מרוץ 6 עונת 2016 - אימבה - 10-12-2016

אינדורו פרו
מקום,מספר,שם,מקצה 1,מקצה 2,מקצה 3,זמן,פער
1,3,גיא בר,8:29.316,8:26.391,8:26.181,25:21.888,
2,5,בן קדמי,8:33.673,8:28.790,8:29.723,25:32.186,10.298
3,9,יואב דרור,8:29.163,8:43.138,9:34.397,26:46.698,1:24.810
4,2,תמיר זינגר,11:10.145,8:52.374,8:55.641,28:58.160,3:36.272
5,1,יונתן יתום,14:14.742,8:16.043,8:17.136,30:47.921,5:26.033
6,18,אור גוב,10:03.612,12:12.947,11:14.065,33:30.624,8:08.736

אינדורו נשים
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,20,יוליה רפקין,10:52.151,10:45.754,21:37.905,
2,23,מיכל רייס סהר,11:14.750,11:15.708,22:30.458,52.553
3,25,Yasmine Adel,13:08.358,14:01.911,27:10.269,5:32.364
אינדורו צ'אלנג' 12-13
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,165,חגי צבי לגמן,12:24.088,11:50.334,24:14.422,
אינדורו צ'אלנג' 14-15
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,36,תומר מלאכי,9:24.710,9:27.234,18:51.944,
2,44,גיא סגל,9:35.253,9:31.381,19:06.634,14.690
3,59,יואב משה,9:53.757,10:12.201,20:05.958,1:14.014
4,275,עומר אביתר,10:03.379,10:19.436,20:22.815,1:30.871
5,161,גלעד שגב,12:12.029,12:55.305,25:07.334,6:15.390
אינדורו צ'אלנג' 16-17
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,39,מאור גולד,8:57.550,8:56.648,17:54.198,
2,211,אור גולן,9:46.186,9:52.424,19:38.610,1:44.412
3,64,עמר נאמן,10:11.409,10:14.936,20:26.345,2:32.147
4,33,לאי זכור,8:50.969,12:23.064,21:14.033,3:19.835
אינדורו צ'אלנג' 20-29
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,38,ניסן ג'רבי,9:01.543,9:01.729,18:03.272,
2,71,אופיר פרץ,9:31.821,9:34.062,19:05.883,1:02.611
אינדורו צ'אלנג' 30-39
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,35,שלומי אברג'יל,8:56.053,8:54.547,17:50.600,
2,34,דן דורון,9:16.294,9:09.327,18:25.621,35.021
3,46,גל בן יעקב,9:53.865,9:54.698,19:48.563,1:57.963
4,42,עידו מגן,9:58.024,10:08.428,20:06.452,2:15.852
5,56,נמרוד בר לוין,10:19.408,10:11.892,20:31.300,2:40.700
