אנדורו - ספיישל טסט
מרוץ 6 עונת 2017 - מערות חזן - 02-12-2017

E1
מקום,מספר,שם,הקפה 1,הקפה 2,הקפה 3,הקפה 4,הקפה 5,הקפה 6,זמן,עונשין,פער
1,25,תומר שמש,5:36.738,5:29.349,5:23.569,5:19.636,5:15.161,5:14.734,32:19.187,-,-
2,94,בר נוב,5:49.377,5:39.913,5:30.325,5:30.556,5:24.322,5:17.385,33:11.878,-,52.691
3,88,דן מיה,5:39.908,5:32.240,5:27.350,5:28.985,5:20.976,5:18.440,P 33:47.899,1:00.000,1:28.712
4,61,רון קדשאי,5:46.339,5:40.815,5:35.280,5:26.686,5:40.417,5:27.170,P 34:06.707,30.000,1:47.520
5,47,סוף סלע,5:42.175,6:11.404,5:37.380,5:55.320,5:33.903,5:29.620,34:29.802,-,2:10.615
6,355,נועם דדון,5:51.088,5:47.828,5:43.149,5:43.125,5:39.491,5:35.747,P 39:20.428,5:00.000,7:01.241
הקפה מהירה: (25) תומר שמש - 5:14.734
E2
מקום,מספר,שם,הקפה 1,הקפה 2,הקפה 3,הקפה 4,הקפה 5,הקפה 6,זמן,עונשין,פער
1,5,זיו כרמי,5:34.707,5:43.896,5:23.065,5:19.142,5:18.737,5:19.455,32:39.002,-,-
2,8,נמרוד חמו,5:30.102,5:28.959,5:28.473,5:31.923,5:33.848,5:23.670,32:56.975,-,17.973
3,4,דרור כהן,5:43.056,5:34.174,5:23.444,5:33.715,5:28.139,5:22.559,33:05.087,-,26.085
4,22,יוני לוי,5:32.272,5:30.037,5:21.128,5:24.113,5:19.797,5:24.452,P 33:31.799,1:00.000,52.797
5,84,סער יעקב,5:56.249,5:48.487,5:48.150,5:37.308,5:31.051,5:29.756,34:11.001,-,1:31.999
6,6,ירון יעקובוביץ,5:56.561,5:55.338,5:45.944,5:41.228,5:40.628,5:34.394,34:34.093,-,1:55.091
לא סיים - DNF
,49,שגיב נגרקר,6:15.952,6:06.920,6:01.791,-,-,-,18:24.663,-,3 הקפות
הקפה מהירה: (5) זיו כרמי - 5:18.737
E3
מקום,מספר,שם,הקפה 1,הקפה 2,הקפה 3,הקפה 4,הקפה 5,הקפה 6,זמן,עונשין,פער
1,2,טל אייזנבנד,5:53.754,5:49.652,5:49.098,5:44.454,5:45.964,5:38.625,34:41.547,-,-
2,3,גיל קינן,5:58.355,5:53.973,5:43.784,5:45.982,5:42.835,5:38.113,34:43.042,-,1.495
3,707,צוק סלע,5:59.140,6:03.348,5:47.065,6:00.095,5:50.453,5:46.165,35:26.266,-,44.719
4,9,צחי בן גיגי,6:06.096,6:09.054,5:54.935,6:02.494,5:56.943,5:54.466,36:03.988,-,1:22.441
5,85,חיים פרנסי,6:25.400,6:19.819,6:22.715,6:26.372,6:17.663,6:41.970,38:33.939,-,3:52.392
לא סיים - DNF
,30,אורי גרינשטיין,6:15.645,6:12.567,6:03.909,6:17.180,-,-,P 31:49.301,7:00.000,2 הקפות
הקפה מהירה: (3) גיל קינן - 5:38.113

C1
מקום,מספר,שם,הקפה 1,הקפה 2,הקפה 3,הקפה 4,הקפה 5,זמן,עונשין,פער
1,212,אמיר ויצמן,6:00.581,6:04.684,5:50.853,5:50.555,5:52.578,29:39.251,-,-
2,44,מעין סבי,6:13.763,6:06.907,6:05.087,6:01.282,6:08.786,30:35.825,-,56.574
3,800,דניאל ליטווק,6:11.616,6:07.999,6:04.982,6:16.518,5:56.052,P 31:37.167,1:00.000,1:57.916
4,95,גל יעקב,6:36.373,6:37.399,6:30.546,6:38.201,6:30.260,32:52.779,-,3:12.528
5,20,גיא אוחנה,6:15.624,6:23.532,6:16.003,6:12.183,6:09.191,P 33:16.533,2:00.000,3:37.282
6,392,שגיא צרפתי,6:08.080,6:47.419,6:44.044,6:27.611,6:15.177,P 33:22.331,1:00.000,3:43.080
7,444,טל מאיה,6:29.875,6:45.722,6:18.314,6:19.091,6:11.414,P 34:04.416,2:00.000,4:25.165
8,45,שי אביגדור,6:28.914,6:29.853,6:26.601,6:31.071,6:38.745,P 34:35.184,2:00.000,4:55.933
9,199,אדם מנדלסון,6:50.623,7:24.631,6:32.133,6:50.664,6:51.415,P 44:29.466,10:00.000,14:50.215
10,147,איציק למברוזו,7:29.718,7:39.985,7:31.437,7:50.796,7:52.333,P 58:24.269,20:00.000,28:45.018
לא סיים - DNF
,253,נועם שלו,6:36.963,6:34.652,6:28.225,6:26.994,-,26:06.834,-,1 הקפה
,450,רותם בדש,7:20.503,6:50.514,7:05.865,7:21.408,-,P 1:05:38.290,37:00.000,1 הקפה
,174,לי ברדה,7:33.999,-,-,-,-,7:33.999,-,4 הקפות
הקפה מהירה: (212) אמיר ויצמן - 5:50.555
C2
מקום,מספר,שם,הקפה 1,הקפה 2,הקפה 3,הקפה 4,הקפה 5,זמן,עונשין,פער
1,304,אסף ויסבקר,6:13.443,6:25.935,6:01.909,6:01.240,6:04.329,30:46.856,-,-
2,65,רפאל קבסה,6:19.901,6:11.775,6:14.712,6:10.564,6:12.177,31:09.129,-,22.273
3,315,דודי דדון,6:22.744,6:20.395,6:11.876,6:08.778,6:07.827,P 32:11.620,1:00.000,1:24.764
4,335,חן כהן,6:27.702,6:39.413,6:22.115,6:14.095,6:07.530,P 32:50.855,1:00.000,2:03.999
5,92,עידן עטיה,6:40.586,6:34.726,6:38.505,6:33.242,6:45.818,P 36:12.877,3:00.000,5:26.021
6,101,ניר דוד,6:47.738,6:51.012,6:50.978,7:03.163,7:41.979,P 36:14.870,1:00.000,5:28.014
7,201,קובי סרויה,6:40.066,7:05.064,7:13.935,6:50.159,6:46.749,P 37:35.973,3:00.000,6:49.117
8,700,יוסי בן שטרית,6:59.805,6:53.681,6:57.595,7:20.077,7:09.001,P 40:20.159,5:00.000,9:33.303
9,229,אהוד אביטבול,6:59.997,6:55.786,6:45.499,6:49.642,6:55.928,P 42:26.852,8:00.000,11:39.996
10,104,טדי הרוש,7:21.800,7:28.808,7:24.623,7:03.670,7:01.933,P 47:20.834,11:00.000,16:33.978
