אול מאונטיין
מרוץ 4 עונת 2014 - בן שמן - 07-06-2014

אנדורו
מקום,מספר,שם,פער,מקצה 1,מקצה 2,מקצה 3,זמן
1,1,בר גיא,,2:01.871,2:00.219,1:59.736,6:01.826
2,286,זינגר תמיר,1.755,2:01.681,2:01.958,1:59.942,6:03.581
3,5,רפקין דימה,3.075,2:01.615,2:02.502,2:00.784,6:04.901
4,11,קדמי בן,3.322,2:03.263,2:02.943,1:58.942,6:05.148
5,9,יתום יונתן,9.515,2:15.119,1:58.308,1:57.914,6:11.341
6,3,גוב אור,18.925,2:08.921,2:04.599,2:07.231,6:20.751
7,12,שולץ עיטם,27.637,2:10.291,2:09.756,2:09.416,6:29.463
8,287,שביט עידו,54.302,2:21.818,2:19.289,2:15.021,6:56.128
9,13,בר לוין נמרוד,1:04.745,2:21.496,2:21.744,2:23.331,7:06.571
10,189,פלקסמן נעם,1:34.919,2:57.884,2:21.552,2:17.309,7:36.745
11,17,עיני אבי,1:41.849,2:30.753,2:30.398,2:42.524,7:43.675
12,15,תורג'מן מתן,1:55.144,2:37.248,2:42.591,2:37.131,7:56.970
לא סיים - מקצה 3 - DNF
,87,שמבן איתי,,2:23.460,2:23.718,,

אנדורו צ'אלנג'
מקום,מספר,שם,פער,מקצה 1,מקצה 2,מקצה 3,זמן
1,48,יפרח אלי,,2:03.212,2:01.835,,4:05.047
2,108,גלילי זוהר,8.542,2:07.439,2:06.150,,4:13.589
3,173,גלעדי דולב,10.167,2:07.456,2:07.758,,4:15.214
4,195,זכור לאי,19.673,2:13.468,2:11.252,,4:24.720
5,107,פרג אורי,20.778,2:11.545,2:14.280,,4:25.825
6,251,שוסטר שקד,21.985,2:13.947,2:13.085,,4:27.032
7,146,דוידוביץ ברק,22.335,2:13.218,2:14.164,,4:27.382
8,51,שינדלר אנדריי,22.802,2:13.777,2:14.072,,4:27.849
9,65,אוטייבסקי מקס,22.825,2:14.317,2:13.555,,4:27.872
10,31,בן יעקוב גל,25.998,2:15.348,2:15.697,,4:31.045
11,82,יעקב סם,28.709,2:17.520,2:16.236,,4:33.756
12,141,אמיץ דורון,30.373,2:15.243,2:20.177,,4:35.420
13,176,בר און אורי,37.822,2:22.293,2:20.576,,4:42.869
14,105,גרינברג יגאל,40.269,2:23.868,2:21.448,,4:45.316
15,191,רמתי רונן,41.128,2:22.582,2:23.593,,4:46.175
16,178,בורשטיין עופר,43.142,2:23.274,2:24.915,,4:48.189
17,172,נחשון יובל,43.590,2:25.874,2:22.763,,4:48.637
18,143,סרט ניר,45.332,2:25.173,2:25.206,,4:50.379
19,106,פוזנר עופר,54.577,2:29.091,2:30.533,,4:59.624
20,249,רפקין יוליה,54.817,2:29.972,2:29.892,,4:59.864
21,148,קוריאל סער,54.970,2:30.149,2:29.868,,5:00.017
22,101,ברמן רונן,56.485,2:32.583,2:28.949,,5:01.532
23,102,רובינשטיין רוי,59.616,2:32.689,2:31.974,,5:04.663
24,180,כהן גיל,1:09.448,2:34.889,2:39.606,,5:14.495
25,193,רייס מיכל,1:12.960,2:40.035,2:37.972,,5:18.007
26,149,חסון טל,1:16.634,2:39.632,2:42.049,,5:21.681
27,147,אלכסנדרוביץ מקסים,1:42.875,2:47.384,3:00.538,,5:47.922

נשים
מקום,מספר,שם,פער,מקצה 1,מקצה 2,מקצה 3,זמן
1,249,רפקין יוליה,,2:29.972,2:29.892,,2:29.892
2,193,רייס מיכל,8.080,2:40.035,2:37.972,,2:37.972
ספרינט 10-11
מקום,מספר,שם,פער,מקצה 1,מקצה 2,מקצה 3,זמן
1,138,שמבן אורי,,3:26.487,,2:33.108,2:33.108
2,119,רוזנבלום עומר,0.384,2:37.795,,2:33.492,2:33.492
3,229,ולנסי בן,2.996,2:39.127,,2:36.104,2:36.104
4,116,סמירנוב דן,4.638,2:37.746,,2:38.500,2:37.746
5,124,סלע עומרי,7.929,3:04.470,,2:41.037,2:41.037
6,117,מדובר דורון,14.926,2:55.831,,2:48.034,2:48.034
7,114,ניר יובל,16.260,3:05.045,,2:49.368,2:49.368
8,127,טמיר יהונתן,18.139,3:15.181,,2:51.247,2:51.247
9,126,פרנקו יובל,24.702,2:57.810,,3:01.440,2:57.810
10,135,אוחנה איתי,27.247,3:12.002,,3:00.355,3:00.355
11,123,סאיג עומר,28.189,3:01.297,,3:09.325,3:01.297
12,133,ארז יהלי,28.506,3:01.614,,3:09.803,3:01.614
13,130,סגל רואי,37.731,3:17.996,,3:10.839,3:10.839
14,136,ליננברג יאיר,42.508,3:34.921,,3:15.616,3:15.616
15,134,לוי אלישע,1:02.687,3:35.795,,3:53.364,3:35.795
ספרינט 12-13
מקום,מספר,שם,פער,מקצה 1,מקצה 2,מקצה 3,זמן
1,195,זכור לאי,,2:13.468,2:11.252,,2:11.252
2,129,מלאכי תומר,7.994,2:19.841,,2:19.246,2:19.246
3,230,סוייבלמן יובל,9.531,2:25.796,,2:20.783,2:20.783
4,217,סגל גיא,11.865,2:23.117,,2:23.653,2:23.117
5,228,מור ליאם,18.303,2:31.589,,2:29.555,2:29.555
6,128,קלנר עומר,18.669,2:31.749,,2:29.921,2:29.921
7,131,סטרדינר תומר,20.029,2:31.281,,2:36.922,2:31.281
8,102,רובינשטיין רוי,20.722,2:32.689,2:31.974,,2:31.974
9,221,קזס עומר,23.398,2:34.650,,,2:34.650
10,234,גולן אור,23.531,2:37.730,,2:34.783,2:34.783
11,231,כהן דור,26.725,2:37.977,,,2:37.977
12,237,ברמן יובל,28.180,2:40.775,,2:39.432,2:39.432
13,227,כרמל דור,29.306,2:46.561,,2:40.558,2:40.558
14,219,שוורץ שגיא,30.531,3:01.060,,2:41.783,2:41.783
15,223,קזס נועם,33.327,2:44.579,,,2:44.579
16,225,הורן יובל,37.862,2:51.472,,2:49.114,2:49.114
17,226,רון דני,39.677,2:52.054,,2:50.929,2:50.929
18,232,תירוש דניאל,43.789,2:55.041,,3:16.250,2:55.041
ספרינט 14-15
מקום,מספר,שם,פער,מקצה 1,מקצה 2,מקצה 3,זמן
1,12,שולץ עיטם,,2:10.291,2:09.756,2:09.416,2:09.756
2,156,שדה טל,2.536,2:16.460,,2:11.952,2:11.952
3,251,שוסטר שקד,3.669,2:13.947,2:13.085,,2:13.085
4,166,ברנע מתן,3.887,2:13.303,,2:13.716,2:13.303
5,269,פרידריך רון,4.991,2:18.110,,2:14.407,2:14.407
6,167,הרשקו עומר,6.060,2:15.476,2:15.632,,2:15.476
7,273,כהן אביב,6.204,2:18.669,,2:15.620,2:15.620
8,165,אשכנזי שובל,9.990,2:21.767,,2:19.406,2:19.406
9,163,גולד מאור,14.051,2:23.467,,2:34.954,2:23.467
10,143,סרט ניר,15.757,2:25.173,2:25.206,,2:25.173
11,169,גורפינקל אסף,17.887,2:31.639,,2:27.303,2:27.303
12,160,שפי שוהם,18.122,2:30.891,,2:27.538,2:27.538
13,164,ליבנסון אדם,19.087,2:30.710,,2:28.503,2:28.503
14,106,פוזנר עופר,19.675,2:29.091,2:30.533,,2:29.091
15,161,אפלבוים דניאל,21.881,2:34.954,,2:31.297,2:31.297
16,144,סרט אלון,21.915,2:32.313,,2:31.331,2:31.331
17,258,שמבן גור,24.839,2:41.719,,2:34.255,2:34.255
18,168,יצחקי אורן,40.410,2:49.826,,2:49.916,2:49.826
ספרינט 16-19
מקום,מספר,שם,פער,מקצה 1,מקצה 2,מקצה 3,זמן
1,173,גלעדי דולב,,2:07.456,2:07.758,,2:07.456
2,107,פרג אורי,4.089,2:11.545,2:14.280,,2:11.545
3,277,שדה ארז,11.817,2:25.877,,2:19.273,2:19.273
4,105,גרינברג יגאל,13.992,2:23.868,2:21.448,,2:21.448
5,189,פלקסמן נעם,14.096,2:57.884,2:21.552,2:17.309,2:21.552
6,276,אדלר דניאל,14.182,2:23.087,,2:21.638,2:21.638
7,172,נחשון יובל,15.307,2:25.874,2:22.763,,2:22.763
8,275,וולדניצקי קורן,15.548,2:25.471,,2:23.004,2:23.004
9,278,שני עידו,21.624,2:32.567,,2:29.080,2:29.080
10,279,ולינגשטיין תומר,29.582,10:42.342,,2:37.038,2:37.038
ספרינט 20-30
מקום,מספר,שם,פער,מקצה 1,מקצה 2,מקצה 3,זמן
1,48,יפרח אלי,,2:03.212,2:01.835,,2:01.835
2,22,ג'רבי ניסן,2.443,2:04.278,,2:07.035,2:04.278
3,41,פינקל עומר,8.274,2:11.940,,2:10.109,2:10.109
4,31,בן יעקוב גל,13.513,2:15.348,2:15.697,,2:15.348
5,26,דיזדר רנן,17.714,2:28.988,,2:19.549,2:19.549
6,176,בר און אורי,18.741,2:22.293,2:20.576,,2:20.576
7,25,פאץ ודים,25.114,2:26.949,2:27.268,,2:26.949
8,148,קוריאל סער,28.033,2:30.149,2:29.868,,2:29.868
9,28,בר קובי,31.318,2:33.153,,2:34.019,2:33.153
10,23,ארליך מיכאל,33.277,2:37.363,,2:35.112,2:35.112
11,24,ארץ קדושה אור,1:21.546,3:36.854,,3:23.381,3:23.381
ספרינט 30-40
מקום,מספר,שם,פער,מקצה 1,מקצה 2,מקצה 3,זמן
1,63,אליתים אורן,,2:11.229,,2:09.704,2:09.704
2,68,סאיג שמעון,2.239,2:15.005,,2:11.943,2:11.943
3,146,דוידוביץ ברק,3.514,2:13.218,2:14.164,,2:13.218
4,65,אוטייבסקי מקס,3.851,2:14.317,2:13.555,,2:13.555
5,51,שינדלר אנדריי,4.073,2:13.777,2:14.072,,2:13.777
