אנדורו - ספיישל טסט
מרוץ 8 עונת 2018 - נחל סכר - 28-12-2018

מקצועית E1
מקום,מספר,שם,הקפה 1,הקפה 2,הקפה 3,הקפה 4,הקפה 5,הקפה 6,זמן,פער
1,47,סוף סלע,5:32.412,5:34.228,5:29.796,5:33.515,5:33.685,5:33.588,33:17.224,-
2,11,גיא נורסלע,5:52.215,5:50.556,5:52.112,5:48.896,5:51.475,5:56.141,35:11.395,1:54.171
3,33,גיל זרקו,6:01.951,5:55.857,5:56.481,5:55.974,5:58.764,6:05.040,35:54.067,2:36.843
4,94,בר נוב,6:00.644,6:00.557,6:01.880,6:08.960,6:16.497,6:05.982,36:34.520,3:17.296
5,25,תומר שמש,6:06.100,6:09.407,6:14.451,6:12.237,6:09.157,6:09.249,37:00.601,3:43.377
6,88,דן מיה,6:01.672,6:03.279,6:09.173,6:19.694,6:26.962,7:00.600,38:01.380,4:44.156
7,51,גיא דוברובסקי,6:08.693,6:15.893,6:13.033,6:13.537,6:31.939,7:07.090,38:30.185,5:12.961
8,800,דניאל ליטווק,7:05.844,6:25.844,7:13.584,6:29.225,6:22.255,6:26.365,40:03.117,6:45.893
9,45,שי אביגדור,6:38.226,6:36.373,7:04.814,6:52.074,6:49.678,6:57.888,40:59.053,7:41.829
10,61,רון קדשאי,7:39.393,7:22.342,7:38.933,7:36.149,7:32.160,7:17.347,45:06.324,11:49.100
הקפה מהירה: (47) סוף סלע - 5:29.796

מקצועית E2
מקום,מספר,שם,הקפה 1,הקפה 2,הקפה 3,הקפה 4,הקפה 5,הקפה 6,זמן,פער
1,22,יונתן לוי,5:54.118,6:02.358,6:00.006,5:58.469,6:00.925,6:12.186,36:08.062,-
2,8,נמרוד חמו,6:01.712,6:09.040,6:24.150,6:14.872,6:17.436,6:30.898,37:38.108,1:30.046
3,4,דרור כהן,6:28.023,6:30.612,6:25.279,6:30.997,6:48.394,7:08.085,39:51.390,3:43.328
לא סיים - DNF
,6,ירון יעקובוביץ,6:26.332,6:34.436,6:26.449,-,-,-,19:27.217,3 הקפות
הקפה מהירה: (22) יונתן לוי - 5:54.118

מקצועית E3
מקום,מספר,שם,הקפה 1,הקפה 2,הקפה 3,הקפה 4,הקפה 5,הקפה 6,זמן,פער
1,470,גב סלע,5:57.762,6:16.555,6:05.259,6:05.022,6:14.881,6:12.726,36:52.205,-
2,15,אריאל שלי,6:21.744,6:31.423,6:33.465,6:39.549,6:35.914,6:44.163,39:26.258,2:34.053
3,100,אליקו אוחנה,6:28.650,6:40.244,6:43.897,6:52.254,7:04.207,7:03.968,40:53.220,4:01.015
לא סיים - DNF
,117,חביאר אלחנדרו,6:56.105,7:08.576,-,-,-,-,14:04.681,4 הקפות
הקפה מהירה: (470) גב סלע - 5:57.762

עממית C1
מקום,מספר,שם,הקפה 1,הקפה 2,הקפה 3,הקפה 4,הקפה 5,זמן,עונשין,פער
1,21,יהב פייגין,6:50.199,6:44.110,6:47.063,6:51.184,7:00.823,34:13.379,-,-
2,241,אופיר ואזה,6:38.148,6:53.346,7:04.857,6:55.255,7:10.739,P 34:47.345,5.000,33.966
3,26,עומר רוזנבלום,6:59.441,6:58.885,7:03.534,7:02.895,7:01.794,35:06.549,-,53.170
4,110,איתי גרואג,7:17.848,7:00.742,7:03.819,7:05.533,7:05.934,35:33.876,-,1:20.497
5,75,יובל גוטמן,7:10.095,7:02.114,7:07.572,7:08.489,7:17.664,35:45.934,-,1:32.555
6,37,גל מיה,7:04.086,6:56.420,7:17.774,7:17.892,7:26.212,36:02.384,-,1:49.005
7,141,דור תורגמן,7:06.864,7:31.139,7:15.592,7:27.857,7:29.400,36:50.852,-,2:37.473
8,203,אורי עזרא,8:26.496,8:24.981,8:24.749,8:47.208,8:30.847,42:34.281,-,8:20.902
הקפה מהירה: (241) אופיר ואזה - 6:38.148

עממית C2
מקום,מספר,שם,הקפה 1,הקפה 2,הקפה 3,הקפה 4,הקפה 5,זמן,פער
1,312,שגב דן,6:35.583,6:50.030,6:53.070,6:55.249,6:51.381,34:05.313,-
2,353,חן כהן,6:54.502,6:58.341,7:07.697,7:04.126,7:05.154,35:09.820,1:04.507
3,55,מור ליויתן,6:57.593,6:58.875,6:59.497,6:59.310,7:15.612,35:10.887,1:05.574
4,161,אמיר אבו מוך,6:50.457,7:01.374,7:21.926,7:02.683,7:29.386,35:45.826,1:40.513
5,250,רון חמדי,7:12.135,7:11.180,7:19.584,7:21.569,7:29.353,36:33.821,2:28.508
6,183,אור פלס,7:19.395,7:15.694,7:15.045,7:33.660,7:21.884,36:45.678,2:40.365
7,166,אלאטרש עלי,7:52.886,7:59.911,8:12.559,7:43.691,8:30.285,40:19.332,6:14.019
הקפה מהירה: (312) שגב דן - 6:35.583

עממית C3
מקום,מספר,שם,הקפה 1,הקפה 2,הקפה 3,הקפה 4,הקפה 5,זמן,פער
1,74,אזברגה איברהים,6:58.892,7:08.929,7:26.100,7:11.845,7:23.416,36:09.182,-
2,189,סמי עותמאן,7:22.228,7:35.956,7:41.144,7:47.617,7:43.532,38:10.477,2:01.295
3,90,משה אלקיים,7:33.515,7:42.328,8:06.661,7:41.877,7:50.667,38:55.048,2:45.866
4,89,ישראל בוזגלו,7:59.664,8:08.269,8:24.048,8:17.011,8:24.460,41:13.452,5:04.270
5,321,ליאור יוסף,8:08.297,8:31.995,8:17.151,8:26.031,8:14.167,41:37.641,5:28.459
6,600,הוד מעודה,8:12.997,8:21.757,8:31.210,8:30.242,8:30.191,42:06.397,5:57.215
לא סיים - DNF
,64,תאמר,7:31.077,7:25.846,7:27.018,-,-,22:23.941,2 הקפות
הקפה מהירה: (74) אזברגה איברהים - 6:58.892

סניורים (גיל 40 ומעלה)
מקום,מספר,שם,הקפה 1,הקפה 2,הקפה 3,הקפה 4,הקפה 5,זמן,עונשין,פער
1,125,רונן מדיאל,6:56.393,6:52.711,6:52.233,6:56.623,6:55.429,34:33.389,-,-
2,745,שאולי חמוי,6:47.668,6:43.666,6:59.850,7:05.198,7:05.692,P 35:02.074,20.000,28.685
3,121,אוריה כרמלי,7:07.828,7:10.229,7:12.740,7:15.456,7:10.986,35:57.239,-,1:23.850
4,519,דרור כהן,7:09.112,7:27.839,7:26.050,7:30.941,7:42.551,37:16.493,-,2:43.104
5,18,תום קול,7:07.582,7:23.062,7:42.914,7:39.848,7:52.392,37:45.798,-,3:12.409
6,62,אברהים אלחמידי,7:24.326,7:31.401,7:29.922,7:46.825,8:02.024,38:14.498,-,3:41.109
7,111,יוסי גוטמן,7:21.356,7:36.211,8:05.517,7:59.045,8:15.160,39:17.289,-,4:43.900
8,71,ברק דודאי,8:42.505,8:42.268,8:32.058,8:25.976,8:23.891,42:46.698,-,8:13.309
הקפה מהירה: (745) שאולי חמוי - 6:43.666

ג'וניור מקצועי
מקום,מספר,שם,הקפה 1,הקפה 2,הקפה 3,הקפה 4,הקפה 5,זמן,פער
1,108,שי ספקטור,6:28.845,6:35.479,6:27.077,6:36.971,6:35.261,32:43.633,-
2,10,בועז סאסי,6:34.908,6:39.839,6:40.394,6:56.841,6:53.753,33:45.735,1:02.102
3,40,רז עידן,7:08.232,6:53.077,6:47.346,6:45.589,6:44.042,34:18.286,1:34.653
4,460,ענבר זלינגר,6:47.265,6:43.896,7:03.650,6:53.474,7:09.038,34:37.323,1:53.690
5,182,שקד כהן,7:07.932,7:41.732,8:19.593,7:38.008,8:35.289,39:22.554,6:38.921
6,165,אלון יוסף,9:56.174,9:27.865,9:05.652,9:28.058,8:54.064,46:51.813,14:08.180
לא סיים - DNF
,922,אופשטיין שון,-,-,-,-,-,-,-
הקפה מהירה: (108) שי ספקטור - 6:27.077

מתחילים
