אול מאונטיין
מרוץ 1 עונת 2015 - פארק קנדה - 28-02-2015

אינדורו גברים PRO 16+
מקום,מספר,שם,מקצה 1,מקצה 2,מקצה 3,זמן,פער
1,4,תמיר זינגר,3:29.879,3:31.366,3:33.406,10:34.651,
2,1,יונתן יתום,3:28.612,3:33.303,3:32.839,10:34.754,0.103
3,2,דימה רפקין,3:33.449,3:38.805,3:38.593,10:50.847,16.196
4,12,בן קדמי,3:38.931,3:40.309,3:39.291,10:58.531,23.880
5,5,עיטם שולץ,3:48.936,3:54.615,3:55.369,11:38.920,1:04.269
6,8,לאי זכור,4:00.623,4:02.314,4:12.816,12:15.753,1:41.102
7,7,ניר ביבאס,3:53.200,5:26.461,4:24.936,13:44.597,3:09.946
8,9,דולב גלעדי,4:00.401,3:51.153,9:23.589,17:15.143,6:40.492
9,3,אור גוב,3:54.146,3:54.470,13:29.724,21:18.340,10:43.689

אינדורו / ספרינט נשים
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,72,אלינור ווסנר,4:26.124,4:22.925,8:49.049,
2,70,יוליה רפקין,4:38.148,4:26.894,9:05.042,15.993
3,71,מיכל סהר,4:35.346,4:33.373,9:08.719,19.670
4,74,יסמין Adel Refaat,6:03.115,5:51.811,11:54.926,3:05.877
5,73,קרן חכם,5:28.902,12:47.301,18:16.203,9:27.154
אינדורו צ'אלנג' 14-15
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,182,תומר מלאכי,4:22.727,4:27.164,8:49.891,
2,181,דורון מדובר,4:58.044,4:58.493,9:56.537,1:06.646
3,188,עמר נאמן,4:51.999,5:21.815,10:13.814,1:23.923
4,187,יובל חכם,5:47.515,5:24.457,11:11.972,2:22.081
לא סיים - מקצה 1 - DNF
,185,שקד סדן,,,,
אינדורו צ'אלנג' 16-19
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,201,יגאל גרינברג,4:03.186,4:07.550,8:10.736,
2,200,תום אמיתי,4:02.009,4:08.988,8:10.997,0.261
3,203,ארז שדה,5:10.677,4:03.667,9:14.344,1:03.608
4,202,גולן מיכאלי,5:59.452,5:03.360,11:02.812,2:52.076
אינדורו צ'אלנג' 20-29
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,16,ניסן ג'רבי,3:58.586,3:57.811,7:56.397,
2,17,מאור רביב,4:33.702,4:39.762,9:13.464,1:17.067
3,19,אסף הירשברג,5:05.018,4:44.146,9:49.164,1:52.767
4,18,טל ניפרבסקי,26:12.383,5:26.514,31:38.897,23:42.500
אינדורו צ'אלנג' 30-39
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,25,אנדריי שינדלר,4:00.517,4:06.955,8:07.472,
2,27,גל בן יעקב,4:18.474,4:01.094,8:19.568,12.096
3,26,מקס אוטייבסקי,4:12.073,4:14.871,8:26.944,19.472
4,31,מקסים בירגר,4:26.429,4:34.087,9:00.516,53.044
5,33,גבי בר דוד,4:29.363,4:42.014,9:11.377,1:03.905
6,34,דן אלינוב,4:41.780,4:45.544,9:27.324,1:19.852
7,38,דורון אמיץ,5:14.590,4:53.906,10:08.496,2:01.024
לא סיים - מקצה 2 - DNF
,30,שחר ויגמן,6:17.368,,,
אינדורו צ'אלנג' 40-49
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,41,יוסי סרוסי,3:58.530,3:58.161,7:56.691,
2,43,גיל שריבמן,4:25.988,4:27.205,8:53.193,56.502
3,47,יהונתן שאול,4:49.895,4:55.899,9:45.794,1:49.103
אינדורו צ'אלנג' +50
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,49,אילן גבאי,4:17.529,4:14.867,8:32.396,
2,52,עודד חץ,4:44.131,4:42.730,9:26.861,54.465
3,53,דן יותם,5:15.501,4:45.402,10:00.903,1:28.507
