אול מאונטיין
מרוץ 5 עונת 2015 - כפר החורש - 31-10-2015

אינדורו גברים PRO 16+
מקום,מספר,שם,מקצה 1,מקצה 2,מקצה 3,זמן,פער
1,1,יונתן יתום,3:23.023,3:19.300,3:16.111,9:58.434,
2,4,stock james,3:23.632,3:21.515,3:20.927,10:06.074,7.640
3,2,תמיר זינגר,3:28.353,3:30.010,3:27.262,10:25.625,27.191
4,8,גיא בר,3:31.233,3:29.873,3:25.290,10:26.396,27.962
5,3,עיטם שולץ,3:33.469,3:30.180,3:27.104,10:30.753,32.319
6,12,יונתן מעיין,3:34.869,3:32.335,3:30.521,10:37.725,39.291
7,9,עמרי צ'פניק,3:50.904,3:47.622,3:47.256,11:25.782,1:27.348
לא סיים - מקצה 1 - DNF
,5,טל אורן,,3:36.532,3:32.212,,

אינדורו צ'אלנג' 14-15
מקום,מספר,שם,מקצה 1,מקצה 2,עונשין,זמן,פער
1,11,לאי זכור,3:47.850,3:34.454,,7:22.304,
2,19,תומר מלאכי,3:51.740,3:49.913,,7:41.653,19.349
3,15,אור גולן,3:59.829,3:56.750,,7:56.579,34.275
4,13,יובל חכם,4:05.055,4:05.022,,8:10.077,47.773
5,25,איתמר שיק,4:07.995,4:02.836,,8:10.831,48.527
6,21,יותם צור,4:07.631,4:03.329,,8:10.960,48.656
7,20,דורון מדובר,4:11.623,4:07.243,,8:18.866,56.562
8,23,מתן ארמוזה,4:27.567,4:23.325,,8:50.892,1:28.588
9,16,בן ולנסי,4:36.385,4:28.867,,9:05.252,1:42.948
10,14,עמר נאמן,4:11.690,4:12.126,30:00.000,38:23.816,31:01.512

אינדורו צ'אלנג' 16-19
מקום,מספר,שם,מקצה 1,מקצה 2,עונשין,זמן,פער
1,30,דולב גלעדי,3:34.896,3:36.201,,7:11.097,
2,32,יגאל גרינברג,3:52.322,3:41.267,,7:33.589,22.492
3,40,תום אמיתי,3:51.234,3:47.472,,7:38.706,27.609
