אול מאונטיין
4,36,נועם אביתר,3:41.664,4:01.177,,7:42.841,31.744
5,33,שקד סדן,4:10.338,4:10.942,,8:21.280,1:10.183
6,34,עידו שני,4:27.207,4:28.829,,8:56.036,1:44.939
7,31,אוהד נחום,3:50.583,5:22.965,,9:13.548,2:02.451
8,35,ארז שדה,3:47.693,10:38.588,,14:26.281,7:15.184

אינדורו צ'אלנג' 20-29
מקום,מספר,שם,מקצה 1,מקצה 2,עונשין,זמן,פער
1,43,ניר ביבאס,3:51.190,3:46.510,,7:37.700,
2,259,שגיא פורת,3:53.028,3:51.379,,7:44.407,6.707
3,256,מטר מרגלית,4:02.364,4:02.010,,8:04.374,26.674
4,42,שלומי אברג'יל,3:32.975,4:36.906,,8:09.881,32.181
5,251,יהונתן גדלביץ',4:07.424,4:12.562,,8:19.986,42.286
6,258,דוד טוטמה,4:16.730,4:08.343,,8:25.073,47.373
7,254,רנן דיזדר,4:14.177,4:17.848,,8:32.025,54.325
8,260,איתי פוקס,4:20.527,4:25.169,,8:45.696,1:07.996
9,252,ענאן עואד,4:59.300,5:10.557,,10:09.857,2:32.157

אינדורו צ'אלנג' 30-39
מקום,מספר,שם,מקצה 1,מקצה 2,עונשין,זמן,פער
1,46,אנדריי שינדלר,3:49.176,3:48.234,,7:37.410,
2,269,יבגני גורפינקל,4:06.673,4:02.115,,8:08.788,31.378
3,54,ג׳עפר חלייחל,4:05.480,4:05.612,,8:11.092,33.682
4,51,מקסים בירגר,4:09.474,4:08.056,,8:17.530,40.120
5,48,מקס אוטייבסקי,4:14.934,4:06.757,,8:21.691,44.281
6,50,גבי בר דוד,4:11.679,4:14.632,,8:26.311,48.901
7,266,שאדי מנסה,4:15.304,4:14.700,,8:30.004,52.594
8,270,אמיר כספי,3:44.357,3:38.144,30:00.000,37:22.501,29:45.091

אינדורו צ'אלנג' 40-49
מקום,מספר,שם,מקצה 1,מקצה 2,עונשין,זמן,פער
1,57,גיל שריבמן,3:57.809,3:56.239,,7:54.048,
2,276,מתן לוי,3:59.270,3:56.150,,7:55.420,1.372
3,280,אבירם בוניאל,3:59.666,3:55.891,,7:55.557,1.509
4,66,בני להט,3:59.702,3:58.103,,7:57.805,3.757
5,273,אלעד כהן,4:18.119,4:08.806,,8:26.925,32.877
6,277,אמיר גנון,4:15.159,4:15.788,,8:30.947,36.899
7,58,אריק קליימן,4:29.117,4:16.330,,8:45.447,51.399
8,59,עמית אמבר,4:40.049,4:35.807,,9:15.856,1:21.808
9,173,זיו שטמפר,4:54.277,4:52.561,,9:46.838,1:52.790

אינדורו צ'אלנג' 50+
מקום,מספר,שם,מקצה 1,מקצה 2,עונשין,זמן,פער
1,64,דן יותם,4:18.996,4:13.255,,8:32.251,
2,65,נדב המאירי,4:45.614,4:36.393,,9:22.007,49.756

נשים
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,63,נגה כורם,3:56.837,4:11.481,3:56.837,
2,61,יוליה רפקין,4:07.720,4:05.927,4:05.927,9.090
3,62,ירדן בראל,5:09.112,5:04.596,5:04.596,1:07.759

ספרינט 8-9
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,241,ערן כהן סולל עמר,4:36.891,4:27.394,4:27.394,
2,245,רואי אוסטפלד,5:17.321,4:59.604,4:59.604,32.210
3,244,יובל סגל,5:17.298,5:10.032,5:10.032,42.638
4,242,בעז כהן,5:40.987,5:23.682,5:23.682,56.288
5,243,מעיין עוזיאל,5:47.427,5:24.057,5:24.057,56.663
6,246,קורן טהר,5:36.621,5:24.800,5:24.800,57.406

ספרינט 10-11
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,71,עומר רוזנבלום,4:21.667,4:13.695,4:13.695,
2,70,יובל ניר,4:16.563,4:17.371,4:16.563,2.868
3,72,אורי עוזיאל,4:49.263,4:25.683,4:25.683,11.988
4,75,יאיר ליננברג,5:11.144,4:35.765,4:35.765,22.070
5,74,רון גולדברג,4:50.540,4:39.634,4:39.634,25.939
6,73,תומר ישעיה,4:40.990,4:40.151,4:40.151,26.456

ספרינט 12-13
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,86,שחר פלג,3:51.237,3:44.952,3:44.952,
2,81,עומר קלנר,4:12.107,3:47.847,3:47.847,2.895
3,97,גיא סגל,3:59.756,3:50.761,3:50.761,5.809
4,90,רז סימסון,3:56.068,3:53.762,3:53.762,8.810
5,88,ארז לוי,4:04.994,3:54.082,3:54.082,9.130
6,103,דן סמירנוב,4:03.736,3:54.700,3:54.700,9.748
7,89,עומר אביתר,4:08.378,3:56.372,3:56.372,11.420
8,102,אורי שמבו,4:12.495,4:02.640,4:02.640,17.688
9,99,יואב רפפורט,4:07.909,4:03.313,4:03.313,18.361
10,83,שגיא שוורץ,4:23.546,4:29.107,4:23.546,38.594
11,100,סלע נוף,4:39.809,4:24.287,4:24.287,39.335
12,85,ניב אתר,4:38.093,4:28.231,4:28.231,43.279
13,92,דוד בריינין,4:33.727,4:33.565,4:33.565,48.613
14,101,נועם קזס,5:04.368,4:40.543,4:40.543,55.591
15,91,שיר אוקו,4:55.941,4:44.554,4:44.554,59.602
16,95,גיא אוחנה,5:03.093,5:07.057,5:03.093,1:18.141
17,98,טל נעמן,6:28.452,,6:28.452,2:43.500

ספרינט 14-15
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,116,מאור גולד,3:49.888,3:42.694,3:42.694,
2,129,נדב דברת,3:46.025,4:33.530,3:46.025,3.331
3,119,עומר בראודה,4:09.368,3:51.431,3:51.431,8.737
4,127,רועי קינן,3:52.201,3:53.274,3:52.201,9.507
5,117,נדב שפירא,3:54.881,4:00.359,3:54.881,12.187
6,122,יואב משה,4:12.149,4:02.826,4:02.826,20.132
7,120,נמרוד זילכה,4:41.989,4:03.709,4:03.709,21.015
8,133,גור שמבן,4:08.023,4:06.261,4:06.261,23.567
9,123,דור כרמל,4:34.316,4:13.492,4:13.492,30.798
10,125,אביב צמח,4:30.092,4:19.366,4:19.366,36.672
11,135,תומר סטרדינר,4:27.800,4:19.368,4:19.368,36.674
12,124,יותם מור,4:25.536,4:19.422,4:19.422,36.728
13,130,מהדי כליבאת,4:28.049,4:21.368,4:21.368,38.674
14,121,עומר גלעדי,4:30.276,4:25.699,4:25.699,43.005
15,137,רפאל כרמי,5:33.790,4:35.598,4:35.598,52.904
16,134,יהונתן תמיר,4:36.246,4:37.315,4:36.246,53.552
17,136,דוד בניסטי,4:45.257,4:37.589,4:37.589,54.895
18,126,עדן אפרים,4:53.593,4:49.552,4:49.552,1:06.858
19,132,דניאל תירוש,5:04.748,5:05.128,5:04.748,1:22.054
20,128,זיו אחדות,6:26.451,5:21.718,5:21.718,1:39.024
21,131,אופיר קדם,6:46.890,5:36.319,5:36.319,1:53.625

ספרינט 16-19
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,140,אלעד לביא,3:50.346,3:43.200,3:43.200,
2,142,עומר מוהר,4:01.584,3:51.886,3:51.886,8.686
3,143,עופרי פוזנר,4:12.487,4:02.719,4:02.719,19.519
4,144,עוז הימן,4:19.195,4:03.010,4:03.010,19.810
5,141,יובל נחשון,4:21.237,4:12.391,4:12.391,29.191
6,39,עדי ספירשטיין,5:03.483,4:26.158,4:26.158,42.958
7,38,יאיר לדיזינסקי,5:16.115,4:36.138,4:36.138,52.938

ספרינט 20-29
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,150,אורן חסון,3:25.894,3:20.554,3:20.554,
2,156,דולב אביזמר,3:53.423,3:37.725,3:37.725,17.171
3,153,אלדד פטורי,3:51.396,3:42.594,3:42.594,22.040
4,155,בר צברי,4:40.304,3:49.887,3:49.887,29.333
5,152,הראל שביט,4:03.107,4:04.845,4:03.107,42.553
6,158,אוהד וסרלאוף,4:20.060,4:03.884,4:03.884,43.330
7,44,יבגני שצ'ור,4:52.200,4:18.139,4:18.139,57.585
8,157,לירן ברקו,4:37.002,4:19.591,4:19.591,59.037
9,154,אילון לינדנפלד,4:50.580,4:37.828,4:37.828,1:17.274

ספרינט 30-39
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,164,אלכס אדלר,3:44.254,3:39.768,3:39.768,
2,161,אור טל,3:49.430,3:44.225,3:44.225,4.457
3,168,יפתח סהר,4:00.540,3:53.373,3:53.373,13.605
4,169,איתמר טופורוביץ,4:15.093,4:00.351,4:00.351,20.583
5,162,עירא שמש,4:09.612,4:01.452,4:01.452,21.684
6,167,יוני הרבסמן,4:12.149,4:05.605,4:05.605,25.837

ספרינט 40-49
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,281,ירון רפפורט,4:05.517,4:02.172,4:02.172,
2,174,שגיא הימן,4:14.471,4:05.204,4:05.204,3.032
3,172,ירון דותן,4:17.916,4:08.830,4:08.830,6.658

ספרינט 50+
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,230,רונן רמתי,4:26.763,4:20.918,4:20.918,

© כל הזכויות שמורות לתנועה מדידת זמנים
