אול מאונטיין
מרוץ 5 עונת 2014 - יער שגב - 08-11-2014

אינדורו גברים PRO 16+
מקום,מספר,שם,מקצה 1,מקצה 2,מקצה 3,זמן,פער
1,9,יתום יונתן,2:22.137,2:20.878,2:20.126,7:03.141,
2,2,זינגר תמיר,2:22.802,2:19.977,2:22.907,7:05.686,2.545
3,12,שולץ עיטם,2:25.705,2:25.406,2:26.545,7:17.656,14.515
4,1,גיא בר,2:22.336,2:20.591,2:48.956,7:31.883,28.742
5,17,שדה ארז,2:39.588,2:38.759,2:37.630,7:55.977,52.836
6,15,להט בני,2:40.237,2:37.678,2:38.841,7:56.756,53.615
7,19,לוי מתן,3:10.165,2:54.517,3:31.295,9:35.977,2:32.836
8,16,זלצמן תומר,2:27.697,7:47.625,2:26.047,12:41.369,5:38.228

אינדורו נשים 16+
מקום,מספר,שם,מקצה 1,מקצה 2,מקצה 3,זמן,פער
1,18,כורם נגה,2:38.780,2:40.931,2:38.190,7:57.901,

אינדורו צ'אלנג' - לוחמי סופ'ש
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,86,סרוסי יוסי,2:34.107,2:31.302,5:05.409,
2,51,יפרח אלי,2:32.647,2:33.538,5:06.185,0.776
3,54,גלילי זוהר,2:33.030,2:34.488,5:07.518,2.109
4,3,זכור לאי,2:34.106,2:33.575,5:07.681,2.272
5,32,גלעדי דולב,2:36.892,2:33.453,5:10.345,4.936
6,57,אמיתי תום,2:36.911,2:37.072,5:13.983,8.574
7,60,אביתר נועם,2:37.960,2:37.411,5:15.371,9.962
8,29,בן יעקב גל,2:40.804,2:42.461,5:23.265,17.856
9,28,נחשון יובל,2:46.414,2:42.229,5:28.643,23.234
10,45,גרינברג יגאל,2:48.646,2:40.524,5:29.170,23.761
11,87,סטמקר ישראל,2:42.913,2:46.709,5:29.622,24.213
12,47,אוטייבסקי מקס,2:45.364,2:44.986,5:30.350,24.941
13,46,שריבמן גיל,2:44.803,2:47.376,5:32.179,26.770
14,61,גנון אמיר,2:47.090,2:47.495,5:34.585,29.176
15,27,דותן ירון,2:51.198,2:45.567,5:36.765,31.356
16,43,וימן גיא,2:50.129,2:49.417,5:39.546,34.137
17,50,רבינוביץ ערן,2:50.592,2:49.198,5:39.790,34.381
18,48,אליה אריה,2:53.284,2:50.920,5:44.204,38.795
19,63,גונטוב משה,2:54.054,2:51.477,5:45.531,40.122
20,53,פריגל דני,2:52.101,2:57.612,5:49.713,44.304
21,24,ברון פליקס,2:56.978,2:54.500,5:51.478,46.069
22,41,שוכן מייקל,3:01.531,2:56.531,5:58.062,52.653
23,38,מריוט סיימון,3:01.122,3:05.130,6:06.252,1:00.843
24,55,הראל גיא,3:06.063,3:06.299,6:12.362,1:06.953
25,49,אמבר עמית,3:07.532,3:06.739,6:14.271,1:08.862
26,44,בר יאיר,4:06.329,2:56.215,7:02.544,1:57.135
27,25,בר זית ישראל,4:27.123,3:56.714,8:23.837,3:18.428

ספרינט 8-9
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,100,עוזיאל אורי,3:12.984,3:10.644,3:10.644,
2,102,אוסטפלד רואי,5:13.551,4:05.296,4:05.296,54.652
3,101,גולן אמיתי,4:31.703,4:23.389,4:23.389,1:12.745

ספרינט 10-11
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,105,פלג שחר,2:48.096,2:44.618,2:44.618,
2,109,סמירנוב דן,2:56.965,2:47.929,2:47.929,3.311
3,108,רוזנבלום עומר,3:01.145,2:55.299,2:55.299,10.681
4,106,מדובר דורון,3:03.760,2:59.386,2:59.386,14.768
5,113,שמבן אורי,3:22.715,3:05.190,3:05.190,20.572
6,110,גלמן רותם,3:26.729,3:18.378,3:18.378,33.760
7,107,פרנקו יובל,3:28.937,4:03.411,3:28.937,44.319
8,112,סגל רואי,3:34.115,3:31.258,3:31.258,46.640
9,111,גור איתי,3:47.072,3:41.817,3:41.817,57.199

ספרינט 12-13
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,3,זכור לאי,2:34.106,2:33.575,2:33.575,
2,133,דברת נדב,2:42.905,2:45.816,2:42.905,9.330
3,117,סגל גיא,2:45.678,2:50.832,2:45.678,12.103
4,50,רבינוביץ ערן,2:50.592,2:49.198,2:49.198,15.623
5,43,וימן גיא,2:50.129,2:49.417,2:49.417,15.842
6,128,קלנר עומר,2:49.631,2:53.284,2:49.631,16.056
7,129,מלאכי תומר,4:28.003,2:52.466,2:52.466,18.891
8,130,עמר נדב,2:57.512,2:52.534,2:52.534,18.959
9,115,ויניצקי שי,2:55.901,2:53.228,2:53.228,19.653
10,127,סטרדינר תומר,2:59.700,2:56.210,2:56.210,22.635
11,120,סלע עומרי,3:00.425,3:00.039,3:00.039,26.464
12,123,מנור ניתאי,3:09.390,3:06.160,3:06.160,32.585
13,134,אביתר עומר,3:09.636,3:10.902,3:09.636,36.061
14,116,טמיר יהונתן,3:10.609,3:30.362,3:10.609,37.034
15,118,שורץ שגיא,3:40.889,3:10.654,3:10.654,37.079
16,126,ויזגן כפיר,3:15.993,3:15.686,3:15.686,42.111
17,124,ולנסי בו,3:18.836,3:49.940,3:18.836,45.261
18,119,משה יואב,3:22.535,3:20.005,3:20.005,46.430
19,121,פיאמנטה רועי,3:41.149,3:35.635,3:35.635,1:02.060
20,131,תירוש דניאל,11:48.860,3:36.788,3:36.788,1:03.213

ספרינט 14-15
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,16,זלצמן תומר,2:27.697,7:47.625,2:27.697,
2,57,אמיתי תום,2:36.911,2:37.072,2:36.911,9.214
3,60,אביתר נועם,2:37.960,2:37.411,2:37.411,9.714
4,152,אור-חוף יהונתן,2:42.601,2:40.922,2:40.922,13.225
5,140,שדה טל,2:41.417,2:41.085,2:41.085,13.388
6,142,לביא אלעד,3:02.040,2:41.529,2:41.529,13.832
7,151,חנון יהלי,2:51.975,2:46.056,2:46.056,18.359
8,147,דור מתן,2:47.284,2:50.212,2:47.284,19.587
9,155,יצחקי אורן,2:49.204,,2:49.204,21.507
10,153,כהן אביב,2:49.531,2:53.658,2:49.531,21.834
11,143,זלכה נמרוד,3:14.354,2:49.801,2:49.801,22.104
12,144,מור יותם,2:50.619,3:07.675,2:50.619,22.922
13,154,גולן אור,2:57.473,2:58.895,2:57.473,29.776
14,148,גלעדי עומר,2:59.567,3:00.044,2:59.567,31.870
15,139,שמבן גור,3:00.954,3:03.080,3:00.954,33.257
16,146,נאמן עמר,3:19.375,3:12.263,3:12.263,44.566
17,172,מטמון ארז,3:21.132,3:20.851,3:20.851,53.154
18,149,דני רון,3:26.223,3:25.772,3:25.772,58.075
לא סיים - מקצה 2 - DNF
,155,יצחקי אורן,2:49.204,,,

ספרינט 16-19
