מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,12,שולץ עיטם,2:25.705,2:25.406,2:25.406,
2,32,גלעדי דולב,2:36.892,2:33.453,2:33.453,8.047
3,17,שדה ארז,2:39.588,2:38.759,2:38.759,13.353
4,45,גרינברג יגאל,2:48.646,2:40.524,2:40.524,15.118
5,28,נחשון יובל,2:46.414,2:42.229,2:42.229,16.823
6,161,כלפון רותם,2:46.234,2:54.878,2:46.234,20.828
7,168,שני עידו,3:06.518,3:01.447,3:01.447,36.041
8,166,שויקה עדי,3:08.802,,3:08.802,43.396
9,167,סניפליסקי נדב,3:30.375,,3:30.375,1:04.969
לא סיים - מקצה 2 - DNF
,166,שויקה עדי,3:08.802,,,

ספרינט 20-30
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,51,יפרח אלי,2:32.647,2:33.538,2:32.647,
2,72,פינקל עומר,2:35.863,2:35.071,2:35.071,2.424
3,44,בר יאיר,4:06.329,2:56.215,2:56.215,23.568
4,71,בורוביק אלכס,3:57.580,3:53.271,3:53.271,1:20.624

ספרינט 30-40
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,15,להט בני,2:40.237,2:37.678,2:37.678,
2,77,רביב רועי,2:38.440,2:42.534,2:38.440,0.762
3,78,אבא יוליאן,2:41.418,2:38.489,2:38.489,0.811
4,80,זוהר ברק,2:39.542,2:43.172,2:39.542,1.864
5,29,בן יעקב גל,2:40.804,2:42.461,2:40.804,3.126
6,47,אוטייבסקי מקס,2:45.364,2:44.986,2:44.986,7.308
7,61,גנון אמיר,2:47.090,2:47.495,2:47.090,9.412
8,73,שמש עירא,2:53.018,2:47.846,2:47.846,10.168
9,81,כץ ג'ניה,2:55.392,2:48.489,2:48.489,10.811
10,19,לוי מתן,3:10.165,2:54.517,2:54.517,16.839
11,41,שוכן מייקל,3:01.531,2:56.531,2:56.531,18.853
12,74,פטרוב יורי,3:08.609,3:06.338,3:06.338,28.660

ספרינט 40-50
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,86,סרוסי יוסי,2:34.107,2:31.302,2:31.302,
2,54,גלילי זוהר,2:33.030,2:34.488,2:33.030,1.728
3,87,סטמקר ישראל,2:42.913,2:46.709,2:42.913,11.611
4,46,שריבמן גיל,2:44.803,2:47.376,2:44.803,13.501
5,27,דותן ירון,2:51.198,2:45.567,2:45.567,14.265
6,22,פלג מיקי,2:50.239,2:47.197,2:47.197,15.895
7,48,אליה אריה,2:53.284,2:50.920,2:50.920,19.618
8,53,פריגל דני,2:52.101,2:57.612,2:52.101,20.799
9,24,ברון פליקס,2:56.978,2:54.500,2:54.500,23.198
10,55,הראל גיא,3:06.063,3:06.299,3:06.063,34.761
11,91,עמרני יוסי,3:08.552,3:06.360,3:06.360,35.058
12,49,אמבר עמית,3:07.532,3:06.739,3:06.739,35.437
13,88,בנסימון אופיר,3:18.295,3:14.772,3:14.772,43.470
14,85,טמיר ירון,3:27.461,3:31.602,3:27.461,56.159
15,25,בר זית ישראל,4:27.123,3:56.714,3:56.714,1:25.412

ספרינט 50+
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,21,רמתי רונן,2:54.258,2:48.161,2:48.161,
2,99,יותם דן,2:51.059,2:52.893,2:51.059,2.898
3,63,גונטוב משה,2:54.054,2:51.477,2:51.477,3.316
4,38,מריוט סיימון,3:01.122,3:05.130,3:01.122,12.961

ספרינט D.C 14-15
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,170,שעיבי עידו,3:08.698,3:00.797,3:00.797,
2,173,יגיל הדר,3:27.623,3:26.492,3:26.492,25.695

ספרינט+ D.C 16
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,185,שטיינמץ אביר,2:46.876,2:41.096,2:41.096,
2,186,רבינוביץ תומר,2:43.047,2:41.601,2:41.601,0.505
3,176,חזי ירין,2:45.290,2:50.267,2:45.290,4.194
4,177,נחום אוהד,2:45.416,,2:45.416,4.320
5,182,שבתאי טל,2:53.343,2:47.416,2:47.416,6.320
6,183,נוימרק אביעד,4:08.432,2:54.010,2:54.010,12.914
7,181,הרפז עידו,2:57.914,,2:57.914,16.818
8,180,לינדנפלד אילון,3:22.565,3:19.375,3:19.375,38.279
לא סיים - מקצה 2 - DNF
,177,נחום אוהד,2:45.416,,,

פרו / ספרינט גברים 16+
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,193,חסון אורן,2:23.186,2:19.114,2:19.114,
2,2,זינגר תמיר,2:22.802,2:19.977,2:19.977,0.863
3,1,גיא בר,2:22.336,2:20.591,2:20.591,1.477
4,9,יתום יונתן,2:22.137,2:20.878,2:20.878,1.764
5,192,שחם ניר,2:28.552,,2:28.552,9.438
6,191,שושני זהר,2:30.287,3:45.038,2:30.287,11.173
לא סיים - מקצה 2 - DNF
,192,שחם ניר,2:28.552,,,

פרו / ספרינט נשים
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,18,כורם נגה,2:38.780,2:40.931,2:38.780,
2,198,כהן שלומית,3:28.746,3:25.393,3:25.393,46.613

© כל הזכויות שמורות לתנועה מדידת זמנים
