אול מאונטיין
מרוץ 6 עונת 2014 - פארק קנדה - 06-12-2014

אינדורו גברים PRO 16+
מקום,מספר,שם,מקצה 1,מקצה 2,מקצה 3,זמן,פער,עונשין
1,1,גיא בר,3:58.973,3:58.194,3:57.430,11:54.597,,
2,9,יונתן יתום,3:54.973,3:58.651,4:00.176,12:04.800,10.203,11.000
3,5,דימה רפקין,4:00.411,4:09.288,4:07.281,12:16.980,22.383,
4,12,עיטם שולץ,4:13.786,4:16.771,4:16.655,12:47.212,52.615,
5,6,גיל שחר,4:16.460,4:22.255,4:32.546,13:24.261,1:29.664,13.000

אינדורו צ'אלנג' - נשים
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער,עונשין
1,16,יוליה רפקין,5:09.554,5:10.118,10:19.672,,
2,19,קרן חכם חורב,5:32.298,5:26.494,10:58.792,39.120,
"אינדורו צ'אלנג' - לוחמי סופ""ש"
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער,עונשין
1,32,דולב גלעדי,4:13.514,4:08.888,8:22.402,,
2,3,לאי זכור,4:08.958,4:14.758,8:23.716,1.314,
3,68,ניסן ג'רבי,4:14.341,4:17.531,8:31.872,9.470,
4,53,אנדריי שינדלר,4:22.990,4:23.363,8:46.353,23.951,
5,57,תום אמיתי,4:26.252,4:25.724,8:51.976,29.574,
6,79,גיא דביר,4:28.078,4:24.998,8:53.076,30.674,
7,29,גל בן יעקב,4:27.517,4:29.496,8:57.013,34.611,
8,45,יגאל גרינברג,4:29.989,4:30.590,9:00.579,38.177,
9,27,ירון דותן,4:36.452,4:35.000,9:11.452,49.050,
10,17,ארז שדה,4:33.736,4:38.855,9:12.591,50.189,
11,47,מקס אוטייבסקי,4:37.023,4:38.737,9:28.760,1:06.358,13.000
12,46,גיל שריבמן,4:43.915,4:49.086,9:33.001,1:10.599,
13,65,נמרוד בר לוין,4:48.244,4:46.283,9:34.527,1:12.125,
14,28,יובל נחשון,4:32.271,5:07.364,9:39.635,1:17.233,
15,74,עמית אחיאסף,4:30.169,5:14.378,9:44.547,1:22.145,
16,41,ליאור מטודי,4:59.128,4:57.374,9:56.502,1:34.100,
17,62,ליאור כהן,4:57.363,4:59.342,9:56.705,1:34.303,
18,43,גיא וימן,4:57.705,5:02.074,9:59.779,1:37.377,
19,61,רונן ברמן,5:00.344,5:23.520,10:23.864,2:01.462,
20,67,מאור רביב,5:10.873,5:14.452,10:25.325,2:02.923,
21,98,דורון מדובר,5:11.835,5:20.372,10:32.207,2:09.805,
22,78,דימה שולגה,5:36.757,5:02.505,10:39.262,2:16.860,
23,75,טל ניפרבסקי,4:44.256,6:06.968,11:02.224,2:39.822,11.000
24,77,זיו דיין,6:39.823,6:24.185,13:16.008,4:53.606,12.000
25,54,זהר גלילי,4:18.248,12:48.094,17:07.342,8:44.940,1.000
26,38,תומר רבינוביץ,4:29.362,16:05.770,20:35.132,12:12.730,
לא סיים - מקצה 2 - DNF
,96,אבירן בוניאל,4:34.047,,,,

פרו / ספרינט גברים 16+
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,193,אורן חסון,3:54.195,3:57.887,3:54.195,
2,9,יונתן יתום,3:54.973,3:58.651,3:54.973,0.778
3,1,גיא בר,3:58.973,3:58.194,3:58.194,3.999
4,5,דימה רפקין,4:00.411,4:09.288,4:00.411,6.216
5,4,אור גוב,4:50.315,4:11.077,4:11.077,16.882
6,194,ניר ביבאס,4:19.551,4:15.199,4:15.199,21.004
7,6,גיל שחר,4:16.460,4:22.255,4:16.460,22.265
ספרינט 8-9
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,100,אורי עוזיאל,5:17.551,5:22.700,5:17.551,
2,102,רואי אוסטפלד,8:01.029,7:23.271,7:23.271,2:05.720
3,103,יובל סגל,,7:47.147,7:47.147,2:29.596
4,101,אמיתי גולן,9:14.221,,9:14.221,3:56.670
לא סיים - מקצה 2 - DNF
,101,אמיתי גולן,9:14.221,,,
ספרינט 10-11
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,108,עומר רוזנבלום,4:46.992,6:22.015,4:46.992,
2,109,דן סמירנוב,4:47.063,5:15.253,4:47.063,0.071
3,111,יובל ניר,4:52.977,5:00.355,4:52.977,5.985
4,105,שחר פלג,4:55.330,4:54.071,4:54.071,7.079
5,106,יואב רפפורט,5:17.372,4:59.147,4:59.147,12.155
6,176,אורי שמבן,5:20.943,5:06.283,5:06.283,19.291
7,98,דורון מדובר,5:11.835,5:20.372,5:11.835,24.843
8,107,יובל פרנקו,5:19.216,5:16.147,5:16.147,29.155
9,110,רותם גלמן,5:48.079,5:41.984,5:41.984,54.992
10,113,איתי אוחנה,5:53.111,5:52.141,5:52.141,1:05.149
ספרינט 12-13
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,3,לאי זכור,4:08.958,4:14.758,4:08.958,
2,129,תומר מלאכי,4:36.297,6:23.308,4:36.297,27.339
3,138,יובל סוייבלמן,4:38.202,4:40.949,4:38.202,29.244
4,117,גיא סגל,5:56.214,4:42.288,4:42.288,33.330
5,130,רוי רובינשטיין,4:53.829,4:49.391,4:49.391,40.433
6,123,ניתאי מנור,4:55.611,4:56.074,4:55.611,46.653
7,43,גיא וימן,4:57.705,5:02.074,4:57.705,48.747
8,118,שגיא שוורץ,5:07.019,5:09.888,5:07.019,58.061
9,156,עומר קזס,5:08.684,5:07.569,5:07.569,58.611
10,120,עומרי סלע,5:08.730,5:11.615,5:08.730,59.772
11,135,דור כרמל,5:11.336,5:21.566,5:11.336,1:02.378
12,134,עומר אביתר,5:11.874,,5:11.874,1:02.916
13,116,יהונתן טמיר,5:32.809,5:32.695,5:32.695,1:23.737
14,124,בן ולנסי,6:11.158,5:42.604,5:42.604,1:33.646
15,139,נועם קזס,5:50.767,6:00.045,5:50.767,1:41.809
16,121,רועי פיאמנטה,6:05.029,5:55.824,5:55.824,1:46.866
17,131,דניאל תירוש,5:56.601,6:02.810,5:56.601,1:47.643
