18,136,עופרי בן אברהם,6:00.985,,6:00.985,1:52.027
19,115,תומר אגוזי,6:27.336,29:15.925,6:27.336,2:18.378
20,137,יריב רון,8:00.318,7:44.990,7:44.990,3:36.032
21,119,בן בנודיז,23:50.794,25:39.857,23:50.794,19:41.836
לא סיים - מקצה 2 - DNF
,134,עומר אביתר,5:11.874,,,
ספרינט 14-15
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,12,עיטם שולץ,4:13.786,4:16.771,4:13.786,
2,60,נועם אביתר,4:19.563,4:22.853,4:19.563,5.777
3,57,תום אמיתי,4:26.252,4:25.724,4:25.724,11.938
4,140,טל שדה,4:29.938,4:28.151,4:28.151,14.365
5,147,מאור גולד,4:29.623,4:28.591,4:28.591,14.805
6,141,שקד שוסטר,4:29.619,4:28.844,4:28.844,15.058
7,154,דן גרינברג,4:41.294,4:33.079,4:33.079,19.293
8,55,ניר סרט,4:43.643,4:37.635,4:37.635,23.849
9,142,עומר הרשקו,4:41.868,4:44.413,4:41.868,28.082
10,152,יהונתן אור-חוף,4:44.797,5:04.950,4:44.797,31.011
11,143,נמרוד זלכה,4:49.969,4:47.324,4:47.324,33.538
12,172,תומר סטרדינר,4:54.068,4:54.893,4:54.068,40.282
13,159,נדב שפירא,5:11.158,4:58.987,4:58.987,45.201
14,177,גור שמבן,5:01.589,4:59.560,4:59.560,45.774
15,158,עדי דרחי,5:05.237,5:27.857,5:05.237,51.451
16,157,עומר בראודה,5:15.010,5:08.098,5:08.098,54.312
17,146,עומר נאמן,5:09.631,5:16.119,5:09.631,55.845
18,151,אלון סרט,5:19.748,5:12.074,5:12.074,58.288
19,153,עידו תג'ר,23:05.956,5:19.695,5:19.695,1:05.909
20,148,עומר גלעדי,7:21.936,19:43.367,7:21.936,3:08.150
ספרינט 16-19
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,32,דולב גלעדי,4:13.514,4:08.888,4:08.888,
2,38,תומר רבינוביץ,4:29.362,16:05.770,4:29.362,20.474
3,45,יגאל גרינברג,4:29.989,4:30.590,4:29.989,21.101
4,28,יובל נחשון,4:32.271,5:07.364,4:32.271,23.383
5,17,ארז שדה,4:33.736,4:38.855,4:33.736,24.848
6,165,בן מימון,4:44.087,4:34.013,4:34.013,25.125
7,164,גל אוזצדיק,5:03.615,4:59.247,4:59.247,50.359
8,168,עידו שני,5:02.299,4:59.347,4:59.347,50.459
9,166,איתמר דרור,6:28.268,5:03.263,5:03.263,54.375
10,173,גולן מיכאלי,5:54.369,,5:54.369,1:45.481
ספרינט 20-29
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,68,ניסן ג'רבי,4:14.341,4:17.531,4:14.341,
2,97,עומר פינקל,4:34.245,4:18.058,4:18.058,3.717
3,71,ליעד ברונר,4:21.617,4:23.524,4:21.617,7.276
4,79,גיא דביר,4:28.078,4:24.998,4:24.998,10.657
5,74,עמית אחיאסף,4:30.169,5:14.378,4:30.169,15.828
6,72,גופר סימנר,4:30.564,4:37.099,4:30.564,16.223
7,75,טל ניפרבסקי,4:44.256,6:06.968,4:44.256,29.915
8,70,קובי בר,4:56.750,12:21.758,4:56.750,42.409
9,78,דימה שולגה,5:36.757,5:02.505,5:02.505,48.164
10,67,מאור רביב,5:10.873,5:14.452,5:10.873,56.532
11,99,קוסטה וינוקורוב,6:12.337,5:26.187,5:26.187,1:11.846
12,77,זיו דיין,6:39.823,6:24.185,6:24.185,2:09.844
ספרינט 30-39
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,53,אנדריי שינדלר,4:22.990,4:23.363,4:22.990,
2,29,גל בן יעקב,4:27.517,4:29.496,4:27.517,4.527
3,47,מקס אוטייבסקי,4:37.023,4:38.737,4:37.023,14.033
4,44,יצחק כהן,4:55.353,4:44.453,4:44.453,21.463
5,65,נמרוד בר לוין,4:48.244,4:46.283,4:46.283,23.293
6,41,ליאור מטודי,4:59.128,4:57.374,4:57.374,34.384
7,42,צחי ארזואן,5:28.784,5:25.894,5:25.894,1:02.904
ספרינט 40-49
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,54,זהר גלילי,4:18.248,12:48.094,4:18.248,
2,95,ישראל סטמקר,4:33.004,4:31.872,4:31.872,13.624
3,96,אבירן בוניאל,4:34.047,,4:34.047,15.799
4,27,ירון דותן,4:36.452,4:35.000,4:35.000,16.752
5,82,צח חביב,4:40.329,4:38.528,4:38.528,20.280
6,46,גיל שריבמן,4:43.915,4:49.086,4:43.915,25.667
7,83,גורג פלדמן,4:50.254,5:02.791,4:50.254,32.006
8,62,ליאור כהן,4:57.363,4:59.342,4:57.363,39.115
9,61,רונן ברמן,5:00.344,5:23.520,5:00.344,42.096
10,80,שי משולם,5:01.098,5:01.697,5:01.098,42.850
לא סיים - מקצה 2 - DNF
,96,אבירן בוניאל,4:34.047,,,
ספרינט 50+
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,21,רונן רמתי,4:40.951,4:37.797,4:37.797,
2,86,דן יותם,5:03.631,5:22.177,5:03.631,25.834
ספרינט 14-15 DC
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,170,תומר בוניאל,4:28.864,27:19.874,4:28.864,
2,180,ערן רבינוביץ,4:46.574,4:53.837,4:46.574,17.710
ספרינט 16+ DC
מקום,מספר,שם,מקצה 1,מקצה 2,זמן,פער
1,185,דניאל נדב,4:31.634,6:33.001,4:31.634,
2,182,אלכס חזין,4:51.263,4:46.844,4:46.844,15.210
3,183,עמית סיגרון,4:56.379,4:53.460,4:53.460,21.826
